scenario_id,model_updated,n_train,stable_ratio,n_stable,n_unstable,skip_reason,model_path
1,0,1,0,0,0,warmup_before_first_update,
2,0,2,0,0,0,warmup_before_first_update,
3,0,3,0,0,0,warmup_before_first_update,
4,0,4,0,0,0,cadence_skip,
5,0,5,0,0,0,cadence_skip,
6,1,6,0.666666666666667,4,2,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_200738_s006.mat
7,0,7,0,0,0,cadence_skip,
8,0,8,0,0,0,cadence_skip,
9,1,9,0.666666666666667,6,3,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_201023_s009.mat
10,0,10,0,0,0,cadence_skip,
11,0,11,0,0,0,cadence_skip,
12,1,12,0.75,9,3,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_201241_s012.mat
13,0,13,0,0,0,cadence_skip,
14,0,14,0,0,0,cadence_skip,
15,1,15,0.8,12,3,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_201459_s015.mat
16,0,16,0,0,0,cadence_skip,
17,0,17,0,0,0,cadence_skip,
18,1,18,0.777777777777778,14,4,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_201719_s018.mat
19,0,19,0,0,0,cadence_skip,
20,0,20,0,0,0,cadence_skip,
21,1,21,0.80952380952381,17,4,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_201938_s021.mat
22,0,22,0,0,0,cadence_skip,
23,0,23,0,0,0,cadence_skip,
24,1,24,0.833333333333333,20,4,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_202155_s024.mat
25,0,25,0,0,0,cadence_skip,
26,0,26,0,0,0,cadence_skip,
27,0,27,0.851851851851852,23,4,class_imbalance_guard,
28,0,28,0,0,0,cadence_skip,
29,0,29,0,0,0,cadence_skip,
30,0,30,0.866666666666667,26,4,class_imbalance_guard,
31,0,31,0,0,0,cadence_skip,
32,0,32,0,0,0,cadence_skip,
33,0,33,0.878787878787879,29,4,class_imbalance_guard,
34,0,34,0,0,0,cadence_skip,
35,0,35,0,0,0,cadence_skip,
36,0,36,0.861111111111111,31,5,class_imbalance_guard,
37,0,37,0,0,0,cadence_skip,
38,0,38,0,0,0,cadence_skip,
39,0,39,0.871794871794872,34,5,class_imbalance_guard,
40,0,40,0,0,0,cadence_skip,
41,0,41,0,0,0,cadence_skip,
42,0,42,0.857142857142857,36,6,class_imbalance_guard,
43,0,43,0,0,0,cadence_skip,
44,0,44,0,0,0,cadence_skip,
45,0,45,0.866666666666667,39,6,class_imbalance_guard,
46,0,46,0,0,0,cadence_skip,
47,0,47,0,0,0,cadence_skip,
48,0,48,0.875,42,6,class_imbalance_guard,
49,0,49,0,0,0,cadence_skip,
50,0,50,0,0,0,cadence_skip,
51,0,51,0.882352941176471,45,6,class_imbalance_guard,
52,0,52,0,0,0,cadence_skip,
53,0,53,0,0,0,cadence_skip,
54,0,54,0.87037037037037,47,7,class_imbalance_guard,
55,0,55,0,0,0,cadence_skip,
56,0,56,0,0,0,cadence_skip,
57,0,57,0.859649122807018,49,8,class_imbalance_guard,
58,0,58,0,0,0,cadence_skip,
59,0,59,0,0,0,cadence_skip,
60,0,60,0.866666666666667,52,8,class_imbalance_guard,
61,0,61,0,0,0,cadence_skip,
62,0,62,0,0,0,cadence_skip,
63,0,63,0.857142857142857,54,9,class_imbalance_guard,
64,0,64,0,0,0,cadence_skip,
65,0,65,0,0,0,cadence_skip,
66,0,66,0.863636363636364,57,9,class_imbalance_guard,
67,0,67,0,0,0,cadence_skip,
68,0,68,0,0,0,cadence_skip,
69,0,69,0.855072463768116,59,10,class_imbalance_guard,
70,0,70,0,0,0,cadence_skip,
71,0,71,0,0,0,cadence_skip,
72,1,72,0.847222222222222,61,11,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_210144_s072.mat
73,0,73,0,0,0,cadence_skip,
74,0,74,0,0,0,cadence_skip,
75,0,75,0.853333333333333,64,11,class_imbalance_guard,
76,0,76,0,0,0,cadence_skip,
77,0,77,0,0,0,cadence_skip,
78,1,78,0.846153846153846,66,12,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_210714_s078.mat
79,0,79,0,0,0,cadence_skip,
80,0,80,0,0,0,cadence_skip,
81,1,81,0.839506172839506,68,13,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_210931_s081.mat
82,0,82,0,0,0,cadence_skip,
83,0,83,0,0,0,cadence_skip,
84,1,84,0.845238095238095,71,13,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_211150_s084.mat
85,0,85,0,0,0,cadence_skip,
86,0,86,0,0,0,cadence_skip,
87,0,87,0.850574712643678,74,13,class_imbalance_guard,
88,0,88,0,0,0,cadence_skip,
89,0,89,0,0,0,cadence_skip,
90,1,90,0.833333333333333,75,15,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_211748_s090.mat
91,0,91,0,0,0,cadence_skip,
92,0,92,0,0,0,cadence_skip,
93,1,93,0.838709677419355,78,15,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_212006_s093.mat
94,0,94,0,0,0,cadence_skip,
95,0,95,0,0,0,cadence_skip,
96,1,96,0.84375,81,15,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_212253_s096.mat
97,0,97,0,0,0,cadence_skip,
98,0,98,0,0,0,cadence_skip,
99,1,99,0.848484848484849,84,15,,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/models/autosim_model_20260310_212511_s099.mat
100,0,100,0,0,0,cadence_skip,
